Journal,xml_file_name,article_title,epub_Date,RRID mentions,RRID Count
Front_Immunol,PMC5827559.nxml,Functional and Phenotypic Changes of Natural Killer Cells in Whole Blood during Mycobacterium tuberculosis Infection and Disease,19-2-2018,"['RRID:SCR_008520', 'RRID:SCR_002798', 'RRID:SCR_015505']",3
Front_Immunol,PMC7381117.nxml,Identification of a Novel Linear B Cell Epitope on the Sao Protein of Streptococcus suis Serotype 2,16-7-2020,"['RRID:SCR_014935', 'RRID: SCR_014935', 'RRID:SCR_006604', 'RRID: SCR_006604', 'RRID:SCR_001166', 'RRID: SCR_001166', 'RRID:SCR_018123', 'RRID: SCR_018123']",8
Front_Immunol,PMC7289970.nxml,"Association of Histological and Clinical Chorioamnionitis With Neonatal Sepsis Among Preterm Infants: A Systematic Review, Meta-Analysis, and Meta-Regression",05-6-2020,"['RRID:SCR_012779', 'RRID:SCR_012779']",2
Front_Immunol,PMC7500101.nxml,CD226 Deletion Reduces Type 1 Diabetes in the NOD Mouse by Impairing Thymocyte Development and Peripheral T Cell Activation,04-9-2020,"['RRID:SCR_008520', 'RRID:SCR_008520', 'RRID:SCR_002798', 'RRID:SCR_002798']",4
Front_Immunol,PMC5928208.nxml,"SYK Inhibition Induces Apoptosis in Germinal Center-Like B Cells by Modulating the Antiapoptotic Protein Myeloid Cell Leukemia-1, Affecting B-Cell Activation and Antibody Production",24-4-2018,"['RRID:SCR_008520', 'RRID:SCR_002798']",2
Front_Immunol,PMC7058663.nxml,Oral Administration of Flavonifractor plautii Strongly Suppresses Th2 Immune Responses in Mice,28-2-2020,"['RRID:SCR_008452', 'RRID:SCR_008452', 'RRID:SCR_013519', 'RRID:SCR_013519', 'RRID:SCR_001134', 'RRID:SCR_001134', 'RRID:SCR_008988', 'RRID:SCR_008988', 'RRID:SCR_001672', 'RRID:SCR_001672', 'RRID:SCR_008984', 'RRID:SCR_008984', 'RRID:SCR_013311', 'RRID:SCR_013311', 'RRID:SCR_008539', 'RRID:SCR_008539', 'RRID:SCR_008539', 'RRID:SCR_008539', 'RRID:SCR_008539', 'RRID:SCR_008539', 'RRID:SCR_003660', 'RRID:SCR_003660', 'RRID:SCR_003070', 'RRID:SCR_003070', 'RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_008426', 'RRID:SCR_008426']",28
Front_Immunol,PMC5509794.nxml,Anaphylatoxin C5a Regulates 6-Sulfo-LacNAc Dendritic Cell Function in Human through Crosstalk with Toll-Like Receptor-Induced CREB Signaling,14-7-2017,['RRID:SCR_002798'],1
Front_Immunol,PMC6665953.nxml,Enhanced Immunomodulation in Inflammatory Environments Favors Human Cardiac Mesenchymal Stromal-Like Cells for Allogeneic Cell Therapies,23-7-2019,"['RRID:SCR_008520', 'RRID:SCR_008520', 'RRID:SCR_002798', 'RRID:SCR_002798']",4
Front_Immunol,PMC6718564.nxml,"High Activation of γδ T Cells and the γδ2pos T-Cell Subset Is Associated With the Onset of Tuberculosis-Associated Immune Reconstitution Inflammatory Syndrome, ANRS 12153 CAPRI NK",27-8-2019,"['RRID:SCR_000401', 'RRID:SCR_000401', 'RRID:SCR_014489', 'RRID:SCR_014489', 'RRID:SCR_000410', 'RRID:SCR_000410', 'RRID:SCR_002798', 'RRID:SCR_002798']",8
Front_Immunol,PMC6587398.nxml,"Manipulation of Gut Microbiota Influences Immune Responses, Axon Preservation, and Motor Disability in a Model of Progressive Multiple Sclerosis",14-6-2019,"['RRID:SCR_002798', 'RRID: SCR_002798']",2
Front_Synaptic_Neurosci,PMC7360805.nxml,Dendritic and Spine Heterogeneity of von Economo Neurons in the Human Cingulate Cortex,08-7-2020,[' SCR_002876'],1
Front_Synaptic_Neurosci,PMC7092624.nxml,Astrocytic Ephrin-B1 Controls Synapse Formation in the Hippocampus During Learning and Memory,17-3-2020,"['RRID:SCR_002798', 'RRID: SCR_002798', 'RRID:SCR_002798', 'RRID: SCR_002798', 'RRID:SCR_001775', 'RRID: SCR_001775', 'RRID:SCR_002798', 'RRID: SCR_002798', 'RRID:SCR_014199', 'RRID: SCR_014199', 'RRID:SCR_002798', 'RRID: SCR_002798']",12
Front_Neurorobot,PMC6332292.nxml,Tracking People in a Mobile Robot From 2D LIDAR Scans Using Full Convolutional Neural Networks for Security in Cluttered Environments,08-1-2019,"['RRID:SCR_01574', 'RRID:SCR_01574', 'RRID:SCR_01574', 'RRID:SCR_01574', 'RRID:SCR_01574', 'RRID:SCR_015743']",6
Front_Neurorobot,PMC5775482.nxml,Benchmark Dataset for Evaluation of Range-Based People Tracker Classifiers in Mobile Robots,15-1-2018,"['RRID:SCR_015743', 'SCR_015743', 'SCR_015743']",3
Front_Neuroinform,PMC6776611.nxml,odMLtables: A User-Friendly Approach for Managing Metadata of Neurophysiological Experiments,27-9-2019,"['RRID:SCR_016228', 'SCR_016228', 'RRID:SCR_001376', 'RRID:SCR_001376', 'RRID:SCR_016196', 'RRID:SCR_016196', 'RRID:SCR_014543', 'RRID:SCR_014543', 'RRID:SCR_000634', 'RRID:SCR_000634', 'RRID:SCR_016196', 'RRID:SCR_016196']",12
Front_Neuroinform,PMC5893720.nxml,"NeuroMatic: An Integrated Open-Source Software Toolkit for Acquisition, Analysis and Simulation of Electrophysiological Data",04-4-2018,"['RRID:SCR_004186', 'RRID:SCR_004186', 'RRID:SCR_000325', 'RRID:SCR_000325', 'RRID:SCR_014284', 'RRID:SCR_014284', 'RRID:SCR_011323', 'RRID:SCR_011323', 'RRID:SCR_000034', 'RRID:SCR_000034', 'RRID:SCR_001622', 'RRID:SCR_001622']",12
Front_Neuroinform,PMC6305903.nxml,Reproducible Neural Network Simulations: Statistical Methods for Model Validation on the Level of Network Activity Data,19-12-2018,"['RRID:SCR_002963', 'RRID:SCR_002963', 'RRID:SCR_002998', 'RRID:SCR_002998', 'RRID:SCR_005393', 'RRID:SCR_005393', 'RRID:SCR_002715', 'RRID:SCR_002715', 'RRID:SCR_008058', 'RRID:SCR_008058', 'RRID:SCR_016543', 'RRID:SCR_016543', 'RRID:SCR_014528', 'RRID:SCR_014528', 'RRID:SCR_003833', 'RRID:SCR_003833']",16
Front_Neuroinform,PMC5447055.nxml,ATPP: A Pipeline for Automatic Tractography-Based Brain Parcellation,29-5-2017,"['RRID:SCR_014815', 'RRID:SCR_014815']",2
Front_Neuroinform,PMC7555610.nxml,A Multi-Scale Computational Model of Excitotoxic Loss of Dopaminergic Cells in Parkinson's Disease,30-9-2020,"['RRID:SCR_001622', 'RRID:SCR_001622']",2
Front_Neuroinform,PMC6554434.nxml,Unsupervised Detection of Cell-Assembly Sequences by Similarity-Based Clustering,31-5-2019,['RRID: SCR_016351'],1
Front_Neuroinform,PMC7251067.nxml,OPETH: Open Source Solution for Real-Time Peri-Event Time Histogram Based on Open Ephys,20-5-2020,"['SCR_018022', 'SCR_018022']",2
Front_Neuroinform,PMC6275234.nxml,Rigorous Neural Network Simulations: A Model Substantiation Methodology for Increasing the Correctness of Simulation Results in the Absence of Experimental Validation Data,26-11-2018,"['RRID:SCR_003833', 'RRID:SCR_003833', 'RRID:SCR_016543', 'RRID:SCR_016543']",4
Front_Neuroinform,PMC7198896.nxml,MonkeyCBP: A Toolbox for Connectivity-Based Parcellation of Monkey Brain,28-4-2020,"['RRID:SCR_017640', 'RRID:SCR_017640']",2
Front_Neuroinform,PMC6614282.nxml,Parkinson's Disease Detection Using Isosurfaces-Based Features and Convolutional Neural Networks,02-7-2019,"['RRID:SCR_006431', 'RRID:SCR_006431', 'RRID:SCR_006431', 'RRID:SCR_006431', 'RRID:SCR_006431', 'RRID:SCR_006431']",6
Front_Neuroinform,PMC6168625.nxml,A Segmentation Scheme for Complex Neuronal Arbors and Application to Vibration Sensitive Neurons in the Honeybee Brain,26-9-2018,"['RRID:SCR_002285', 'RRID: SCR_002285', 'RRID:SCR_016284', 'RRID: SCR_016284', 'RRID:SCR_002010', 'RRID:SCR_002010', 'RRID:SCR_002609', 'RRID:SCR_002609', 'RRID:SCR_002516', 'RRID:SCR_002516']",10
Front_Neuroinform,PMC5583223.nxml,Extending XNAT Platform with an Incremental Semantic Framework,31-8-2017,"['RRID:SCR_003048', 'RRID:SCR_003048', 'RRID:SCR_001847', 'RRID:SCR_001847', 'RRID:SCR_002571', 'RRID:SCR_002571', 'RRID:SCR_002713', 'RRID:SCR_002713', 'RRID:SCR_004818', 'RRID:SCR_004818', 'RRID:SCR_010392', 'RRID:SCR_010392', 'RRID:SCR_010427', 'RRID:SCR_010427', 'RRID:SCR_013667', 'RRID:SCR_013667', 'RRID:SCR_010289', 'RRID:SCR_010289', 'RRID:SCR_003379', 'RRID:SCR_003379', 'RRID:SCR_010341', 'RRID:SCR_010341', 'RRID:SCR_002574', 'RRID:SCR_002574', 'RRID:SCR_001766', 'RRID:SCR_001766']",26
Front_Nutr,PMC6987295.nxml,Body Composition in Swiss Elite Wheelchair Athletes,22-1-2020,"['RRID:SCR_015529', 'RRID:SCR_015529', 'RRID:SCR_015529', 'RRID:SCR_015529', 'RRID:SCR_002865', 'RRID:SCR_002865']",6
Front_Nutr,PMC5974923.nxml,Incorporation of Dairy Lipids in the Diet Increased Long-Chain Omega-3 Fatty Acids Status in Post-weaning Rats,23-5-2018,"['RRID:SCR_015742', 'RRID:SCR_015742', 'RRID:SCR_015742', 'RRID:SCR_015742', 'RRID:SCR_006440', 'RRID:SCR_006440', 'RRID:SCR_005525', 'RRID:SCR_005525', 'RRID:SCR_001905', 'RRID:SCR_001905', 'RRID:SCR_015655', 'RRID:SCR_015655', 'RRID:SCR_015657', 'RRID:SCR_015657', 'RRID:SCR_015657', 'RRID:SCR_011950']",16
Front_Mol_Biosci,PMC5766667.nxml,De novo Assembly and Annotation of the Antarctic Alga Prasiola crispa Transcriptome,08-1-2018,"['RRID:SCR_014583', 'RRID:SCR_014583']",2
Front_Mol_Biosci,PMC5344923.nxml,Coarse-Grained Conformational Sampling of Protein Structure Improves the Fit to Experimental Hydrogen-Exchange Data,10-3-2017,"['RRID:SCR_012820', 'RRID:SCR_012820']",2
Front_Mol_Biosci,PMC4951493.nxml,The Verrucomicrobia LexA-Binding Motif: Insights into the Evolutionary Dynamics of the SOS Response,20-7-2016,"['RRID:SCR_010276', 'RRID:SCR_010276', 'RRID:SCR_005493', 'RRID:SCR_005493', 'RRID:SCR_004726', 'RRID:SCR_004726', 'RRID:SCR_007139', 'RRID:SCR_007139', 'RRID:SCR_002456', 'RRID:SCR_002456', 'RRID:SCR_005305', 'RRID:SCR_005305', 'RRID:SCR_003256', 'RRID:SCR_003256', 'RRID:SCR_003496', 'RRID:SCR_003496', 'RRID:SCR_007733', 'RRID:SCR_007733', 'RRID:SCR_001783', 'RRID:SCR_001783', 'RRID:SCR_010236', 'RRID:SCR_010236', 'RRID:SCR_004426', 'RRID:SCR_004426', 'RRID:SCR_012137', 'RRID:SCR_012137', 'RRID:SCR_014405', 'RRID:SCR_014405', 'RRID:SCR_003496', 'RRID:SCR_003496', ' SCR_014445', 'RRID:SCR_013270', 'RRID:SCR_013270', 'RRID:SCR_001711', 'RRID:SCR_001711', 'RRID:SCR_008571', 'RRID:SCR_008571', 'RRID:SCR_013318', 'RRID:SCR_013318', 'RRID:SCR_014454', 'RRID:SCR_014454', 'RRID:SCR_013318', 'RRID:SCR_013318', 'RRID:SCR_008983', 'RRID:SCR_008983', 'RRID:SCR_013270', 'RRID:SCR_013270', 'RRID:SCR_008571', 'RRID:SCR_008571', 'RRID:SCR_013270', 'RRID:SCR_013270', 'RRID:SCR_008571', 'RRID:SCR_008571']",53
Front_Neuroanat,PMC5313478.nxml,"Expression of sept3, sept5a and sept5b in the Developing and Adult Nervous System of the Zebrafish (Danio rerio)",17-2-2017,"['RRID:SCR_010266', 'RRID:SCR_010266']",2
Front_Neuroanat,PMC6004418.nxml,Accumulation of Dense Core Vesicles in Hippocampal Synapses Following Chronic Inactivity,11-6-2018,"['RRID:SCR_004097', 'RRID: SCR_004097']",2
Front_Neuroanat,PMC7658414.nxml,Localization of Vasoactive Intestinal Polypeptide Receptor 1 (VPAC1) in Hypothalamic Neuroendocrine Oxytocin Neurons; A Potential Role in Circadian Prolactin Secretion,29-10-2020,"['RRID:SCR_007370', 'RRID:SCR_007370', 'RRID:SCR_014199', 'RRID:SCR_014199', 'RRID:SCR_003070', 'RRID:SCR_003070']",6
Front_Neuroanat,PMC6246621.nxml,"Verifying, Challenging, and Discovering New Synapses Among Fully EM-Reconstructed Neurons in the Leech Ganglion",14-11-2018,"['RRID:SCR_008954', 'RRID:SCR_008954']",2
Front_Neuroanat,PMC4797683.nxml,Distinctive Features of the Human Marginal Zone and Cajal–Retzius Cells: Comparison of Morphological and Immunocytochemical Features at Midgestation,18-3-2016,"[' SCR_002285', ' SCR_007370']",2
Front_Neuroanat,PMC6104128.nxml,Optimization of GFP Fluorescence Preservation by a Modified uDISCO Clearing Protocol,15-8-2018,"['RRID:SCR_003070', 'RRID:SCR_003070', 'RRID:SCR_007370', 'RRID:SCR_007370', 'RRID:SCR_002865', 'RRID:SCR_002865']",6
Front_Neuroanat,PMC7507425.nxml,Monosynaptic Projections to Excitatory and Inhibitory preBötzinger Complex Neurons,04-9-2020,"['RRID:SCR_003070', 'RRID:SCR_003070']",2
Front_Neuroanat,PMC6288488.nxml,Cross-Regional Gradient of Dendritic Morphology in Isochronically-Sourced Mouse Supragranular Pyramidal Neurons,04-12-2018,"['RRID:SCR_002145', 'RRID:SCR_002145', 'RRID:SCR_013726', 'RRID:SCR_013726', 'RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_002037', 'RRID:SCR_002037', 'RRID:SCR_002037', 'RRID:SCR_002037', 'RRID:SCR_008539', 'RRID:SCR_008539', 'RRID:SCR_002285', 'RRID:SCR_002285', 'RRID:SCR_003487', 'RRID:SCR_003487']",16
Front_Neuroanat,PMC5366752.nxml,"Moxd1 Is a Marker for Sexual Dimorphism in the Medial Preoptic Area, Bed Nucleus of the Stria Terminalis and Medial Amygdala",27-3-2017,"['RRID:SCR_003070', 'RRID:SCR_003070']",2
Front_Neural_Circuits,PMC6198090.nxml,Functional Neuronal Topography: A Statistical Approach to Micro Mapping Neuronal Location,16-10-2018,"['RRID:SCR_014342', 'RRID:SCR_014342', 'RRID:SCR_001775', 'RRID:SCR_001775', ' SCR_002865', 'RRID:SCR_014551', 'RRID:SCR_014551', 'RRID:SCR_006369', 'RRID:SCR_006369', 'RRID:SCR_003210', 'RRID:SCR_003210']",11
Front_Neural_Circuits,PMC6247779.nxml,Heterocellular Coupling Between Amacrine Cells and Ganglion Cells,14-11-2018,"['RRID:SCR_005986', 'RRID:SCR_005986', 'RRID:SCR_002937', 'RRID:SCR_002937', 'RRID:SCR_008606', 'RRID:SCR_008606', 'RRID:SCR_014635', 'RRID:SCR_014635', 'RRID:SCR_001905', 'RRID:SCR_001905']",10
Front_Neural_Circuits,PMC7457120.nxml,Interactions Between Motor Thalamic Field Potentials and Single-Unit Spiking Are Correlated With Behavior in Rats,13-8-2020,"['RRID:SCR_014325', 'RRID:SCR_014325', 'RRID:SCR_001622', 'RRID:SCR_001622', 'RRID:SCR_016651', 'RRID:SCR_016651', 'RRID:SCR_001622', 'RRID:SCR_001622']",8
Front_Neural_Circuits,PMC6397878.nxml,A Computational Model of Loss of Dopaminergic Cells in Parkinson's Disease Due to Glutamate-Induced Excitotoxicity,25-2-2019,"['RRID:SCR_001622', 'RRID:SCR_001622']",2
Front_Neural_Circuits,PMC7350895.nxml,Mesoscopic Mapping of Stimulus-Selective Response Plasticity in the Visual Pathways Modulated by the Cholinergic System,03-7-2020,"['RRID:SCR_004633', 'RRID:SCR_004633', 'RRID:SCR_001622', 'RRID:SCR_001622', 'RRID:SCR_013286', 'RRID:SCR_013286', 'RRID:SCR_004841', 'RRID:SCR_004841']",8
Front_Neural_Circuits,PMC5812298.nxml,The Medial Ventrothalamic Circuitry: Cells Implicated in a Bimodal Network,09-2-2018,"['RRID:SCR_002285', 'RRID:SCR_002285']",2
Front_Neural_Circuits,PMC7378781.nxml,Cholinergic Projections From the Pedunculopontine Tegmental Nucleus Contact Excitatory and Inhibitory Neurons in the Inferior Colliculus,16-7-2020,"['RRID:SCR_001775', 'RRID: SCR_001775', 'RRID:SCR_001775', 'RRID: SCR_001775']",4
Front_Med_(Lausanne),PMC7221062.nxml,Differential Diagnosis of Inflammatory Arthropathies by Musculoskeletal Ultrasonography: A Systematic Literature Review,07-5-2020,"['RRID:SCR_013784', 'RRID:SCR_013784']",2
Front_Pediatr,PMC7047334.nxml,A Multidisciplinary Intervention in Childhood Obesity Acutely Improves Insulin Resistance and Inflammatory Markers Independent From Body Composition,21-2-2020,"['RRID:SCR_001905', 'RRID:SCR_001905']",2
Front_Pediatr,PMC6593284.nxml,Mother's Own Milk and Bronchopulmonary Dysplasia: A Systematic Review and Meta-Analysis,06-6-2019,"['RRID:SCR_014001', 'RRID:SCR_012779']",2
Front_Pediatr,PMC7423965.nxml,Colonization Screening Targeting Multidrug-Resistant Gram-Negative Pathogens Does Not Increase the Use of Carbapenems in Very Low Birth Weight Infants,06-8-2020,"['RRID:SCR_002865', 'RRID:SCR_002865']",2
Front_Public_Health,PMC7417652.nxml,"Contextual, Social and Epidemiological Characteristics of the Ebola Virus Disease Outbreak in Likati Health Zone, Democratic Republic of the Congo, 2017",04-8-2020,"['RRID:SCR_008485', 'RRID: SCR_008485']",2
Front_Public_Health,PMC5370395.nxml,Telehealth to Expand Community Health Nurse Education in Rural Guatemala: A Pilot Feasibility and Acceptability Evaluation,29-3-2017,['RRID:SCR_005886'],1
Front_Mol_Neurosci,PMC5554379.nxml,Chronic Stress Triggers Expression of Immediate Early Genes and Differentially Affects the Expression of AMPA and NMDA Subunits in Dorsal and Ventral Hippocampus of Rats,10-8-2017,['RRID: SCR_013725'],1
Front_Mol_Neurosci,PMC5864847.nxml,Stable Density and Dynamics of Dendritic Spines of Cortical Neurons Across the Estrous Cycle While Expressing Differential Levels of Sensory-Evoked Plasticity,16-3-2018,"['RRID:SCR_001622', 'RRID:SCR_001622', 'RRID:SCR_014307', 'RRID:SCR_014307', 'RRID:SCR_001622', 'RRID:SCR_001622', 'RRID:SCR_014199', 'RRID:SCR_014199', 'RRID:SCR_003070', 'RRID:SCR_003070', 'RRID:SCR_002798', 'RRID:SCR_002798']",12
Front_Mol_Neurosci,PMC5787077.nxml,NaV1.9 Potentiates Oxidized Phospholipid-Induced TRP Responses Only under Inflammatory Conditions,23-1-2018,"['RRID:SCR_003070', 'RRID: SCR_003070']",2
Front_Mol_Neurosci,PMC5574929.nxml,Synaptic Activity and Muscle Contraction Increases PDK1 and PKCβI Phosphorylation in the Presynaptic Membrane of the Neuromuscular Junction,25-8-2017,"['RRID:SCR_003070', 'RRID: SCR_003070', 'RRID:SCR_014199', 'RRID: SCR_014199']",4
Front_Mol_Neurosci,PMC5643475.nxml,Regulation of Hippocampal 5-HT Release by P2X7 Receptors in Response to Optogenetic Stimulation of Median Raphe Terminals of Mice,12-10-2017,[' SCR_014213'],1
Front_Mol_Neurosci,PMC5651230.nxml,TMC2 Modifies Permeation Properties of the Mechanoelectrical Transducer Channel in Early Postnatal Mouse Cochlear Outer Hair Cells,18-10-2017,"['RRID:SCR_011323', 'RRID:SCR_011323', 'RRID:SCR_002815', 'RRID:SCR_002815', 'RRID:SCR_002668', 'RRID:SCR_002668', 'RRID:SCR_002798', 'RRID:SCR_002798']",8
Front_Mol_Neurosci,PMC6088391.nxml,MicroRNA Profiling and Bioinformatics Target Analysis in Dorsal Hippocampus of Chronically Stressed Rats: Relevance to Depression Pathophysiology,06-8-2018,[' SCR_013725'],1
Front_Mol_Neurosci,PMC5468370.nxml,Optimized Method for Robust Transcriptome Profiling of Minute Tissues Using Laser Capture Microdissection and Low-Input RNA-Seq,13-6-2017,"['RRID:SCR_002798', 'RRID:SCR_002798']",2
Front_Mol_Neurosci,PMC6389636.nxml,Noradrenaline Acting on Alpha1 Adrenoceptor as well as by Chelating Iron Reduces Oxidative Burden on the Brain: Implications With Rapid Eye Movement Sleep,19-2-2019,"['RRID:SCR_010285', 'RRID:SCR_010285']",2
Front_Mol_Neurosci,PMC6004407.nxml,Stable STIM1 Knockdown in Self-Renewing Human Neural Precursors Promotes Premature Neural Differentiation,11-6-2018,"['RRID:SCR_002037', 'RRID: SCR_002037', 'RRID: SCR_014461', 'RRID: SCR_003070', 'RRID: SCR_014212', 'RRID: SCR_014432', 'RRID: SCR_014215', 'RRID: SCR_015530', 'RRID: SCR_001647', 'RRID: SCR_000154', 'RRID: SCR_012802', 'RRID: SCR_014568', 'RRID: SCR_011614', 'RRID: SCR_014246', 'RRID: SCR_014212', 'RRID: SCR_014199', 'RRID: SCR_014479']",17
Front_Mol_Neurosci,PMC6007318.nxml,BDNF-TrkB Signaling Coupled to nPKCε and cPKCβI Modulate the Phosphorylation of the Exocytotic Protein Munc18-1 During Synaptic Activity at the Neuromuscular Junction,12-6-2018,"['RRID:SCR_002368', 'RRID: SCR_002368', 'RRID:SCR_003070', 'RRID:SCR_003070', 'RRID:SCR_014199', 'RRID:SCR_014199']",6
Front_Mol_Neurosci,PMC6582764.nxml,"Scn2a Haploinsufficiency in Mice Suppresses Hippocampal Neuronal Excitability, Excitatory Synaptic Drive, and Long-Term Potentiation, and Spatial Learning and Memory",04-6-2019,"['RRID:SCR_014438', 'RRID:SCR_014438']",2
Front_Mol_Neurosci,PMC5436293.nxml,Muscle Contraction Regulates BDNF/TrkB Signaling to Modulate Synaptic Function through Presynaptic cPKCα and cPKCβI,18-5-2017,['RRID:SCR_002865'],1
Front_Mol_Neurosci,PMC7604533.nxml,Transcranial Magnetic Stimulation-Induced Plasticity Mechanisms: TMS-Related Gene Expression and Morphology Changes in a Human Neuron-Like Cell Model,19-10-2020,"['RRID:SCR_002798', 'RRID: SCR_002798', 'RRID:SCR_002285', 'RRID:SCR_002285', 'RRID:SCR_002798', 'RRID:SCR_002798']",6
Front_Mol_Neurosci,PMC6401637.nxml,An Appraisal of the Influence of the Metabotropic Glutamate 5 (mGlu5) Receptor on Sociability and Anxiety,19-2-2019,"['RRID:SCR_000441', 'RRID:SCR_000441', 'RRID:SCR_000441', 'RRID:SCR_000441', 'RRID:SCR_001775', 'RRID:SCR_001775', 'RRID:SCR_002798', 'RRID:SCR_002798']",8
Front_Mol_Neurosci,PMC4956664.nxml,The Mechanism of Regulated Release of Lasso/Teneurin-2,22-7-2016,"['RRID:SCR_003070', 'RRID: SCR_003070', 'RRID:SCR_001622', 'RRID: SCR_001622']",4
Front_Mol_Neurosci,PMC6026654.nxml,Somatic Accumulation of GluA1-AMPA Receptors Leads to Selective Cognitive Impairments in Mice,25-6-2018,"['RRID:SCR_014199', 'RRID:SCR_014199']",2
Front_Mol_Neurosci,PMC5495865.nxml,Different Forms of AMPA Receptor Mediated LTP and Their Correlation to the Spatial Working Memory Formation,04-7-2017,"['RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_000325', 'RRID:SCR_000325', 'RRID:SCR_008567', 'RRID:SCR_008567', 'RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_000325', 'RRID:SCR_000325', 'RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_000325', 'RRID:SCR_000325']",14
Front_Mol_Neurosci,PMC5333494.nxml,The Inhibitory Effect of α/β-Hydrolase Domain-Containing 6 (ABHD6) on the Surface Targeting of GluA2- and GluA3-Containing AMPA Receptors,02-3-2017,"['RRID:SCR_011323', 'RRID:SCR_011323', 'RRID:SCR_002798', 'RRID:SCR_002798', 'RRID:SCR_003070', 'RRID:SCR_003070']",6
Front_Mol_Neurosci,PMC5601403.nxml,Dysregulation of Alternative Poly-adenylation as a Potential Player in Autism Spectrum Disorder,13-9-2017,"['RRID:SCR_014583', 'SCR_014583', 'RRID:SCR_006525', 'SCR_006525']",4
Front_Mol_Neurosci,PMC5809486.nxml,The Absence of Sensory Axon Bifurcation Affects Nociception and Termination Fields of Afferents in the Spinal Cord,08-2-2018,"['RRID:SCR_002865', 'RRID:SCR_002865']",2
Front_Mol_Neurosci,PMC6873902.nxml,DYRK1A Overexpression Alters Cognition and Neural-Related Proteomic Pathways in the Hippocampus That Are Rescued by Green Tea Extract and/or Environmental Enrichment,15-11-2019,"['RRID:SCR_014485', 'RRID:SCR_014485', 'RRID:SCR_014353', 'RRID:SCR_014353', 'RRID:SCR_002987', 'RRID:SCR_002987', 'RRID:SCR_016884', 'RRID:SCR_016884', 'RRID:SCR_003411', 'RRID:SCR_003411']",10
Front_Psychiatry,PMC7145894.nxml,Mindfulness Mediates the Effect of a Psychological Online Intervention for Psychosis on Self-Reported Hallucinations: A Secondary Analysis of Voice Hearers From the EviBaS Trial,03-4-2020,"['RRID: SCR_008544', 'RRID: SCR_002865']",2
Front_Psychiatry,PMC6379274.nxml,Neuroimaging Correlates of Suicidality in Decision-Making Circuits in Posttraumatic Stress Disorder,12-2-2019,"['RRID:SCR_009550', 'RRID:SCR_009550']",2
Front_Psychiatry,PMC6844182.nxml,Meta-Analysis of Sex Differences in Social and Communication Function in Children With Autism Spectrum Disorder and Attention-Deficit/Hyperactivity Disorder,04-11-2019,"['RRID: SCR_001905', 'RRID: SCR_001905']",2
Front_Psychiatry,PMC6930315.nxml,A Protocol for Integrating Neuroscience Into Studies of Family-Based Treatment for Anorexia Nervosa: An Approach to Research and Potential Benefits for Clinical Care,18-12-2019,[' SCR_008796'],1
Front_Psychiatry,PMC7424067.nxml,Engaging Adults Experiencing Homelessness in Recovery Education: A Qualitative Analysis of Individual and Program Level Enabling Factors ,06-8-2020,[' SCR_014802'],1
Front_Psychiatry,PMC7531261.nxml,"Psychiatric Symptomatology, Mood Regulation, and Resting State Functional Connectivity of the Amygdala: Preliminary Findings in Youth With Mood Disorders and Childhood Trauma",18-9-2020,"[' SCR_007037', 'RRID:SCR_001905']",2
Front_Psychiatry,PMC6306428.nxml,The Costs of Healthcare in Prison and Custody: Systematic Review of Current Estimates and Proposed Guidelines for Future Reporting,20-12-2018,"['scr_2013', 'scr_2013']",2
Front_Psychiatry,PMC7068208.nxml,A Multimodal Speech-Gesture Training Intervention for Patients With Schizophrenia and Its Neural Underpinnings – the Study Protocol of a Randomized Controlled Pilot Trial,06-3-2020,"['RRID: SCR_007037', 'RRID: SCR_001622', 'RRID: SCR_007037', 'RRID: SCR_001622', 'RRID: SCR_007037', 'RRID: SCR_001622']",6
Front_Psychiatry,PMC5465291.nxml,Support Vector Machine Analysis of Functional Magnetic Resonance Imaging of Interoception Does Not Reliably Predict Individual Outcomes of Cognitive Behavioral Therapy in Panic Disorder with Agoraphobia,09-6-2017,"['RRID:SCR_002865', 'RRID:SCR_007037', 'RRID:SCR_006908']",3
Front_Psychiatry,PMC6100484.nxml,From Default Mode Network to the Basal Configuration: Sex Differences in the Resting-State Brain Connectivity as a Function of Age and Their Clinical Correlates,13-8-2018,"['RRID:SCR_005361', 'RRID:SCR_006942', 'RRID:SCR_005361', 'RRID:SCR_006942']",4
Front_Neurol,PMC6354548.nxml,Automated Generation of Radiologic Descriptions on Brain Volume Changes From T1-Weighted MR Images: Initial Assessment of Feasibility,24-1-2019,"['RRID:SCR_003007', 'RRID:SCR_003007', 'RRID:SCR_001948', 'RRID:SCR_001948']",4
Front_Neurol,PMC7662121.nxml,Loss of MeCP2 Function Across Several Neuronal Populations Impairs Breathing Response to Acute Hypoxia,30-10-2020,"['RRID:SCR_001622', 'RRID:SCR_001622', 'RRID:SCR_017107', 'RRID:SCR_017107', 'RRID:SCR_002677', 'RRID:SCR_002677', 'RRID:SCR_002865', 'RRID:SCR_002865']",8
