Journal,xml_file_name,article_title,epub_Date,RRID mentions,RRID Count
Cell,PMC7534589.nxml,Imbalance of Regulatory and Cytotoxic SARS-CoV-2-Reactive CD4+ T Cells in COVID-19,10-05-2020,"['AB_10640737', 'AB_10640737', 'AB_314060', 'AB_314060', 'AB_2561866', 'AB_2561866', 'AB_314134', 'AB_314134', 'AB_2762625', 'AB_2762625', 'AB_830693', 'AB_830693', 'AB_493695', 'AB_493695', 'AB_314248', 'AB_314248', 'AB_2561825', 'AB_2561825', 'AB_2072782', 'AB_2072782', 'AB_2564510', 'AB_2564510', 'AB_10839704', 'AB_10839704', 'AB_2744399', 'AB_2744399', 'AB_493763', 'AB_493763', 'AB_10896424', 'AB_10896424', 'AB_2563696', 'AB_2563696', 'AB_2566258', 'AB_2566258', 'AB_2654994', 'AB_2654994', 'AB_2562899', 'AB_2562899', 'AB_314829', 'AB_314829', 'AB_2751206', 'AB_2751206', 'AB_2744306', 'AB_2744306', 'AB_2739399', 'AB_2739399', 'AB_2801031', 'AB_2801031', 'AB_2801032', 'AB_2801032', 'AB_2801033', 'AB_2801033', 'AB_2820042', 'AB_2820042', 'AB_2820043', 'AB_2820043', 'AB_2820044', 'AB_2820044', 'AB_2820045', 'AB_2820045', 'AB_2820046', 'AB_2820046', 'AB_2732846', 'AB_2732846', 'AB_2563269', 'AB_2563269', 'AB_2565788', 'AB_2565788', 'AB_2562916', 'AB_2562916', 'AB_2732007', 'AB_2732007']",72
Cell,PMC7534589.nxml,Imbalance of Regulatory and Cytotoxic SARS-CoV-2-Reactive CD4+ T Cells in COVID-19,10-05-2020,"['AB_10640737', 'AB_10640737', 'AB_314060', 'AB_314060', 'AB_2561866', 'AB_2561866', 'AB_314134', 'AB_314134', 'AB_2762625', 'AB_2762625', 'AB_830693', 'AB_830693', 'AB_493695', 'AB_493695', 'AB_314248', 'AB_314248', 'AB_2561825', 'AB_2561825', 'AB_2072782', 'AB_2072782', 'AB_2564510', 'AB_2564510', 'AB_10839704', 'AB_10839704', 'AB_2744399', 'AB_2744399', 'AB_493763', 'AB_493763', 'AB_10896424', 'AB_10896424', 'AB_2563696', 'AB_2563696', 'AB_2566258', 'AB_2566258', 'AB_2654994', 'AB_2654994', 'AB_2562899', 'AB_2562899', 'AB_314829', 'AB_314829', 'AB_2751206', 'AB_2751206', 'AB_2744306', 'AB_2744306', 'AB_2739399', 'AB_2739399', 'AB_2801031', 'AB_2801031', 'AB_2801032', 'AB_2801032', 'AB_2801033', 'AB_2801033', 'AB_2820042', 'AB_2820042', 'AB_2820043', 'AB_2820043', 'AB_2820044', 'AB_2820044', 'AB_2820045', 'AB_2820045', 'AB_2820046', 'AB_2820046', 'AB_2732846', 'AB_2732846', 'AB_2563269', 'AB_2563269', 'AB_2565788', 'AB_2565788', 'AB_2562916', 'AB_2562916', 'AB_2732007', 'AB_2732007']",72
Cell,PMC7534589.nxml,Imbalance of Regulatory and Cytotoxic SARS-CoV-2-Reactive CD4+ T Cells in COVID-19,10-05-2020,"['AB_10640737', 'AB_10640737', 'AB_314060', 'AB_314060', 'AB_2561866', 'AB_2561866', 'AB_314134', 'AB_314134', 'AB_2762625', 'AB_2762625', 'AB_830693', 'AB_830693', 'AB_493695', 'AB_493695', 'AB_314248', 'AB_314248', 'AB_2561825', 'AB_2561825', 'AB_2072782', 'AB_2072782', 'AB_2564510', 'AB_2564510', 'AB_10839704', 'AB_10839704', 'AB_2744399', 'AB_2744399', 'AB_493763', 'AB_493763', 'AB_10896424', 'AB_10896424', 'AB_2563696', 'AB_2563696', 'AB_2566258', 'AB_2566258', 'AB_2654994', 'AB_2654994', 'AB_2562899', 'AB_2562899', 'AB_314829', 'AB_314829', 'AB_2751206', 'AB_2751206', 'AB_2744306', 'AB_2744306', 'AB_2739399', 'AB_2739399', 'AB_2801031', 'AB_2801031', 'AB_2801032', 'AB_2801032', 'AB_2801033', 'AB_2801033', 'AB_2820042', 'AB_2820042', 'AB_2820043', 'AB_2820043', 'AB_2820044', 'AB_2820044', 'AB_2820045', 'AB_2820045', 'AB_2820046', 'AB_2820046', 'AB_2732846', 'AB_2732846', 'AB_2563269', 'AB_2563269', 'AB_2565788', 'AB_2565788', 'AB_2562916', 'AB_2562916', 'AB_2732007', 'AB_2732007']",72
Cell,PMC7534589.nxml,Imbalance of Regulatory and Cytotoxic SARS-CoV-2-Reactive CD4+ T Cells in COVID-19,10-05-2020,"['AB_10640737', 'AB_10640737', 'AB_314060', 'AB_314060', 'AB_2561866', 'AB_2561866', 'AB_314134', 'AB_314134', 'AB_2762625', 'AB_2762625', 'AB_830693', 'AB_830693', 'AB_493695', 'AB_493695', 'AB_314248', 'AB_314248', 'AB_2561825', 'AB_2561825', 'AB_2072782', 'AB_2072782', 'AB_2564510', 'AB_2564510', 'AB_10839704', 'AB_10839704', 'AB_2744399', 'AB_2744399', 'AB_493763', 'AB_493763', 'AB_10896424', 'AB_10896424', 'AB_2563696', 'AB_2563696', 'AB_2566258', 'AB_2566258', 'AB_2654994', 'AB_2654994', 'AB_2562899', 'AB_2562899', 'AB_314829', 'AB_314829', 'AB_2751206', 'AB_2751206', 'AB_2744306', 'AB_2744306', 'AB_2739399', 'AB_2739399', 'AB_2801031', 'AB_2801031', 'AB_2801032', 'AB_2801032', 'AB_2801033', 'AB_2801033', 'AB_2820042', 'AB_2820042', 'AB_2820043', 'AB_2820043', 'AB_2820044', 'AB_2820044', 'AB_2820045', 'AB_2820045', 'AB_2820046', 'AB_2820046', 'AB_2732846', 'AB_2732846', 'AB_2563269', 'AB_2563269', 'AB_2565788', 'AB_2565788', 'AB_2562916', 'AB_2562916', 'AB_2732007', 'AB_2732007']",72
Cell,PMC7102627.nxml,SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor,03-05-2020,"['AB_262051', 'AB_262051', 'AB_476744', 'AB_476744', 'AB_2734773', 'AB_2734773', 'AB_355722', 'AB_355722', 'AB_639038', 'AB_639038', 'AB_10015289', 'AB_10015289', 'RRID:CVCL_G654', 'RRID:CVCL_0023', 'RRID:CVCL_0168', 'RRID:CVCL_0609', 'RRID:CVCL_0060', 'RRID:CVCL_0336', 'RRID:CVCL_0025', 'RRID:CVCL_0574', 'RRID:CVCL_0391', 'RRID:CVCL_0421', 'RRID:CVCL_B034', 'RRID: CVCL_RX22', 'RRID: CVCL_RX18', 'RRID:CVCL_1915', 'RRID:CVCL_0594', 'RRID: CVCL_0063']",28
Cell,PMC7316060.nxml,Recognition of Semaphorin Proteins by P. sordellii Lethal Toxin Reveals Principles of Receptor Specificity in Clostridial Toxins,25-6-2020,"['AB_2185995', 'AB_2185995', 'AB_2254388', 'AB_2254388', 'AB_439702', 'AB_439702', 'AB_2313606', 'AB_2313606', 'AB_2339056', 'AB_2339056', 'AB_675659', 'AB_675659', 'AB_330924', 'AB_330924']",14
Cell,PMC7316060.nxml,Recognition of Semaphorin Proteins by P. sordellii Lethal Toxin Reveals Principles of Receptor Specificity in Clostridial Toxins,25-6-2020,"['AB_2185995', 'AB_2185995', 'AB_2254388', 'AB_2254388', 'AB_439702', 'AB_439702', 'AB_2313606', 'AB_2313606', 'AB_2339056', 'AB_2339056', 'AB_675659', 'AB_675659', 'AB_330924', 'AB_330924']",14
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC7489987.nxml,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2,14-9-2020,"['AB_2864418', 'AB_2864418', 'AB_2868464', 'AB_2868464', 'AB_2868465', 'AB_2868465', 'AB_2797606', 'AB_2797606', 'AB_915573', 'AB_915573', 'AB_2868466', 'AB_2868466', 'AB_2868467', 'AB_2868467', 'AB_2868468', 'AB_2868468']",16
Cell,PMC6751136.nxml,Unexpected Receptor Functional Mimicry Elucidates Activation of Coronavirus Fusion,31-1-2019,"['AB_1087215', 'AB_1087215', 'AB_2338085', 'AB_2338085']",4
Cell,PMC6751136.nxml,Unexpected Receptor Functional Mimicry Elucidates Activation of Coronavirus Fusion,31-1-2019,"['AB_1087215', 'AB_1087215', 'AB_2338085', 'AB_2338085']",4
Cell,PMC6751136.nxml,Unexpected Receptor Functional Mimicry Elucidates Activation of Coronavirus Fusion,31-1-2019,"['AB_1087215', 'AB_1087215', 'AB_2338085', 'AB_2338085']",4
Cell,PMC7205692.nxml,Host-Viral Infection Maps Reveal Signatures of Severe COVID-19 Patients,05-08-2020,"['AB_313426', 'AB_313426', 'AB_2563946', 'AB_2563946', 'AB_313638', 'AB_313638', 'RRID:IMSR_JAX:000664']",7
Cell,PMC7205692.nxml,Host-Viral Infection Maps Reveal Signatures of Severe COVID-19 Patients,05-08-2020,"['AB_313426', 'AB_313426', 'AB_2563946', 'AB_2563946', 'AB_313638', 'AB_313638', 'RRID:IMSR_JAX:000664']",7
Cell,PMC7440162.nxml,A Human IgSF Cell-Surface Interactome Reveals a Complex Network of Protein-Protein Interactions,20-8-2020,"['RRID: CVCL_D615', 'RRID:CVCL_6642']",2
Cell,PMC7440162.nxml,A Human IgSF Cell-Surface Interactome Reveals a Complex Network of Protein-Protein Interactions,20-8-2020,"['RRID: CVCL_D615', 'RRID:CVCL_6642']",2
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC7489885.nxml,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy,14-9-2020,"['AB_2337584', 'AB_2337584', 'AB_557403', 'AB_557403']",4
Cell,PMC6753055.nxml,DNA-Packing Portal and Capsid-Associated Tegument Complexes in the Tumor Herpesvirus KSHV,22-8-2019,"['AB_259529', 'AB_259529', 'AB_2630358', 'AB_2630358', 'RRID: Addgene_50957']",5
Cell,PMC6753055.nxml,DNA-Packing Portal and Capsid-Associated Tegument Complexes in the Tumor Herpesvirus KSHV,22-8-2019,"['AB_259529', 'AB_259529', 'AB_2630358', 'AB_2630358', 'RRID: Addgene_50957']",5
Cell,PMC6753055.nxml,DNA-Packing Portal and Capsid-Associated Tegument Complexes in the Tumor Herpesvirus KSHV,22-8-2019,"['AB_259529', 'AB_259529', 'AB_2630358', 'AB_2630358', 'RRID: Addgene_50957']",5
Cell,PMC6753055.nxml,DNA-Packing Portal and Capsid-Associated Tegument Complexes in the Tumor Herpesvirus KSHV,22-8-2019,"['AB_259529', 'AB_259529', 'AB_2630358', 'AB_2630358', 'RRID: Addgene_50957']",5
Cell,PMC6753055.nxml,DNA-Packing Portal and Capsid-Associated Tegument Complexes in the Tumor Herpesvirus KSHV,22-8-2019,"['AB_259529', 'AB_259529', 'AB_2630358', 'AB_2630358', 'RRID: Addgene_50957']",5
Cell,PMC7604136.nxml,Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2,31-10-2020,"['AB_394657', 'AB_394657', 'AB_2738813', 'AB_2738813', 'AB_394082', 'AB_394082', 'AB_2738574', 'AB_2738574', 'AB_657740', 'AB_657740', 'AB_10870775', 'AB_10870775', 'AB_2741429', 'AB_2741429', 'AB_2737433', 'AB_2737433', 'AB_10853348', 'AB_10853348', 'AB_273795', 'AB_273795']",20
Cell,PMC7604136.nxml,Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2,31-10-2020,"['AB_394657', 'AB_394657', 'AB_2738813', 'AB_2738813', 'AB_394082', 'AB_394082', 'AB_2738574', 'AB_2738574', 'AB_657740', 'AB_657740', 'AB_10870775', 'AB_10870775', 'AB_2741429', 'AB_2741429', 'AB_2737433', 'AB_2737433', 'AB_10853348', 'AB_10853348', 'AB_273795', 'AB_273795']",20
Cell,PMC7604136.nxml,Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2,31-10-2020,"['AB_394657', 'AB_394657', 'AB_2738813', 'AB_2738813', 'AB_394082', 'AB_394082', 'AB_2738574', 'AB_2738574', 'AB_657740', 'AB_657740', 'AB_10870775', 'AB_10870775', 'AB_2741429', 'AB_2741429', 'AB_2737433', 'AB_2737433', 'AB_10853348', 'AB_10853348', 'AB_273795', 'AB_273795']",20
Cell,PMC7604136.nxml,Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2,31-10-2020,"['AB_394657', 'AB_394657', 'AB_2738813', 'AB_2738813', 'AB_394082', 'AB_394082', 'AB_2738574', 'AB_2738574', 'AB_657740', 'AB_657740', 'AB_10870775', 'AB_10870775', 'AB_2741429', 'AB_2741429', 'AB_2737433', 'AB_2737433', 'AB_10853348', 'AB_10853348', 'AB_273795', 'AB_273795']",20
Cell,PMC7604136.nxml,Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2,31-10-2020,"['AB_394657', 'AB_394657', 'AB_2738813', 'AB_2738813', 'AB_394082', 'AB_394082', 'AB_2738574', 'AB_2738574', 'AB_657740', 'AB_657740', 'AB_10870775', 'AB_10870775', 'AB_2741429', 'AB_2741429', 'AB_2737433', 'AB_2737433', 'AB_10853348', 'AB_10853348', 'AB_273795', 'AB_273795']",20
Cell,PMC7604136.nxml,Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2,31-10-2020,"['AB_394657', 'AB_394657', 'AB_2738813', 'AB_2738813', 'AB_394082', 'AB_394082', 'AB_2738574', 'AB_2738574', 'AB_657740', 'AB_657740', 'AB_10870775', 'AB_10870775', 'AB_2741429', 'AB_2741429', 'AB_2737433', 'AB_2737433', 'AB_10853348', 'AB_10853348', 'AB_273795', 'AB_273795']",20
Cell,PMC5115602.nxml,Ebola Virus Glycoprotein with Increased Infectivity Dominated the 2013–2016 Epidemic,11-03-2016,"['AB_10001084', 'AB_10001084']",2
Cell,PMC5115602.nxml,Ebola Virus Glycoprotein with Increased Infectivity Dominated the 2013–2016 Epidemic,11-03-2016,"['AB_10001084', 'AB_10001084']",2
Cell,PMC7405822.nxml,Severe COVID-19 Is Marked by a Dysregulated Myeloid Cell Compartment,08-05-2020,"['AB_10897449', 'AB_10897449', 'AB_2561866', 'AB_2561866', 'AB_2561354', 'AB_2561354', 'AB_2563466', 'AB_2563466', 'AB_2566202', 'AB_2566202', 'AB_314496', 'AB_314496', 'AB_2737726', 'AB_2737726', 'AB_396511', 'AB_396511', 'AB_2563618', 'AB_2563618', 'AB_394034', 'AB_394034', 'AB_2629720', 'AB_2629720', 'AB_2099774', 'AB_2099774', 'AB_2563657', 'AB_2563657', 'AB_2629691', 'AB_2629691', 'AB_2661851', 'AB_2661851', 'AB_314680', 'AB_314680', 'AB_2562808', 'AB_2562808', 'AB_2687639', 'AB_2687639', 'AB_2651155', 'AB_2651155', 'AB_2811081', 'AB_2811081', 'AB_2661790', 'AB_2661790', 'AB_11219188', 'AB_11219188', 'AB_2563775', 'AB_2563775', 'AB_2756435', 'AB_2756435', 'AB_2563729', 'AB_2563729', 'AB_2563766', 'AB_2563766', 'AB_2756419', 'AB_2756419', 'AB_2810245', 'AB_2810245', 'AB_2563758', 'AB_2563758', 'AB_1088995', 'AB_1088995', 'AB_2687645', 'AB_2687645', 'AB_2687646', 'AB_2687646', 'AB_2661799', 'AB_2661799', 'AB_2661801', 'AB_2661801', 'AB_400367', 'AB_400367', 'AB_2810253', 'AB_2810253', 'AB_2656691', 'AB_2656691', 'AB_2687636', 'AB_2687636', 'AB_2687858', 'AB_2687858', 'AB_2756424', 'AB_2756424', 'AB_2802110', 'AB_2802110', 'AB_2800467', 'AB_2800467', 'AB_2661806', 'AB_2661806', 'AB_2688021', 'AB_2688021', 'AB_2616876', 'AB_2616876', 'AB_2205330', 'AB_2205330', 'AB_2562836', 'AB_2562836', 'AB_2562811', 'AB_2562811', 'AB_2562835', 'AB_2562835', 'AB_2687629', 'AB_2687629', 'AB_2687638', 'AB_2687638', 'AB_2661813', 'AB_2661813', 'AB_493003', 'AB_493003', 'AB_2562834', 'AB_2562834', 'AB_492835', 'AB_492835', 'AB_2756431', 'AB_2756431', 'AB_2750015', 'AB_2750015', 'AB_2750016', 'AB_2750016', 'AB_2750017', 'AB_2750017', 'AB_2750018', 'AB_2750018', 'AB_2750019', 'AB_2750019', 'AB_2750020', 'AB_2750020', 'AB_2750021', 'AB_2750021', 'AB_2565773', 'AB_2565773']",128
Cell,PMC7405822.nxml,Severe COVID-19 Is Marked by a Dysregulated Myeloid Cell Compartment,08-05-2020,"['AB_10897449', 'AB_10897449', 'AB_2561866', 'AB_2561866', 'AB_2561354', 'AB_2561354', 'AB_2563466', 'AB_2563466', 'AB_2566202', 'AB_2566202', 'AB_314496', 'AB_314496', 'AB_2737726', 'AB_2737726', 'AB_396511', 'AB_396511', 'AB_2563618', 'AB_2563618', 'AB_394034', 'AB_394034', 'AB_2629720', 'AB_2629720', 'AB_2099774', 'AB_2099774', 'AB_2563657', 'AB_2563657', 'AB_2629691', 'AB_2629691', 'AB_2661851', 'AB_2661851', 'AB_314680', 'AB_314680', 'AB_2562808', 'AB_2562808', 'AB_2687639', 'AB_2687639', 'AB_2651155', 'AB_2651155', 'AB_2811081', 'AB_2811081', 'AB_2661790', 'AB_2661790', 'AB_11219188', 'AB_11219188', 'AB_2563775', 'AB_2563775', 'AB_2756435', 'AB_2756435', 'AB_2563729', 'AB_2563729', 'AB_2563766', 'AB_2563766', 'AB_2756419', 'AB_2756419', 'AB_2810245', 'AB_2810245', 'AB_2563758', 'AB_2563758', 'AB_1088995', 'AB_1088995', 'AB_2687645', 'AB_2687645', 'AB_2687646', 'AB_2687646', 'AB_2661799', 'AB_2661799', 'AB_2661801', 'AB_2661801', 'AB_400367', 'AB_400367', 'AB_2810253', 'AB_2810253', 'AB_2656691', 'AB_2656691', 'AB_2687636', 'AB_2687636', 'AB_2687858', 'AB_2687858', 'AB_2756424', 'AB_2756424', 'AB_2802110', 'AB_2802110', 'AB_2800467', 'AB_2800467', 'AB_2661806', 'AB_2661806', 'AB_2688021', 'AB_2688021', 'AB_2616876', 'AB_2616876', 'AB_2205330', 'AB_2205330', 'AB_2562836', 'AB_2562836', 'AB_2562811', 'AB_2562811', 'AB_2562835', 'AB_2562835', 'AB_2687629', 'AB_2687629', 'AB_2687638', 'AB_2687638', 'AB_2661813', 'AB_2661813', 'AB_493003', 'AB_493003', 'AB_2562834', 'AB_2562834', 'AB_492835', 'AB_492835', 'AB_2756431', 'AB_2756431', 'AB_2750015', 'AB_2750015', 'AB_2750016', 'AB_2750016', 'AB_2750017', 'AB_2750017', 'AB_2750018', 'AB_2750018', 'AB_2750019', 'AB_2750019', 'AB_2750020', 'AB_2750020', 'AB_2750021', 'AB_2750021', 'AB_2565773', 'AB_2565773']",128
Cell,PMC7405822.nxml,Severe COVID-19 Is Marked by a Dysregulated Myeloid Cell Compartment,08-05-2020,"['AB_10897449', 'AB_10897449', 'AB_2561866', 'AB_2561866', 'AB_2561354', 'AB_2561354', 'AB_2563466', 'AB_2563466', 'AB_2566202', 'AB_2566202', 'AB_314496', 'AB_314496', 'AB_2737726', 'AB_2737726', 'AB_396511', 'AB_396511', 'AB_2563618', 'AB_2563618', 'AB_394034', 'AB_394034', 'AB_2629720', 'AB_2629720', 'AB_2099774', 'AB_2099774', 'AB_2563657', 'AB_2563657', 'AB_2629691', 'AB_2629691', 'AB_2661851', 'AB_2661851', 'AB_314680', 'AB_314680', 'AB_2562808', 'AB_2562808', 'AB_2687639', 'AB_2687639', 'AB_2651155', 'AB_2651155', 'AB_2811081', 'AB_2811081', 'AB_2661790', 'AB_2661790', 'AB_11219188', 'AB_11219188', 'AB_2563775', 'AB_2563775', 'AB_2756435', 'AB_2756435', 'AB_2563729', 'AB_2563729', 'AB_2563766', 'AB_2563766', 'AB_2756419', 'AB_2756419', 'AB_2810245', 'AB_2810245', 'AB_2563758', 'AB_2563758', 'AB_1088995', 'AB_1088995', 'AB_2687645', 'AB_2687645', 'AB_2687646', 'AB_2687646', 'AB_2661799', 'AB_2661799', 'AB_2661801', 'AB_2661801', 'AB_400367', 'AB_400367', 'AB_2810253', 'AB_2810253', 'AB_2656691', 'AB_2656691', 'AB_2687636', 'AB_2687636', 'AB_2687858', 'AB_2687858', 'AB_2756424', 'AB_2756424', 'AB_2802110', 'AB_2802110', 'AB_2800467', 'AB_2800467', 'AB_2661806', 'AB_2661806', 'AB_2688021', 'AB_2688021', 'AB_2616876', 'AB_2616876', 'AB_2205330', 'AB_2205330', 'AB_2562836', 'AB_2562836', 'AB_2562811', 'AB_2562811', 'AB_2562835', 'AB_2562835', 'AB_2687629', 'AB_2687629', 'AB_2687638', 'AB_2687638', 'AB_2661813', 'AB_2661813', 'AB_493003', 'AB_493003', 'AB_2562834', 'AB_2562834', 'AB_492835', 'AB_492835', 'AB_2756431', 'AB_2756431', 'AB_2750015', 'AB_2750015', 'AB_2750016', 'AB_2750016', 'AB_2750017', 'AB_2750017', 'AB_2750018', 'AB_2750018', 'AB_2750019', 'AB_2750019', 'AB_2750020', 'AB_2750020', 'AB_2750021', 'AB_2750021', 'AB_2565773', 'AB_2565773']",128
